time_ms,cpu_used_percent,active_workers,queue_len,completed
22300,100,5,439,556
22310,100,5,439,556
22320,100,5,438,557
22330,100,5,438,557
22340,100,5,438,557
22350,100,5,438,557
22360,100,5,438,557
22370,100,5,438,557
22380,100,5,438,557
22390,100,5,438,557
22400,100,5,438,557
22410,100,5,438,557
22420,100,5,438,557
22430,100,5,438,557
22440,100,5,437,558
22450,100,5,437,558
22460,100,5,436,559
22470,100,5,436,559
22480,100,5,435,560
22490,100,5,435,560
22500,100,5,434,561
22510,100,5,434,561
22520,100,5,433,562
22530,100,5,433,562
22540,100,5,433,562
22550,100,5,433,562
22560,100,5,433,562
22570,100,5,433,562
22580,100,5,433,562
22590,100,5,433,562
22600,100,5,433,562
22610,100,5,433,562
22620,100,5,433,562
22630,100,5,433,562
22640,100,5,432,563
22650,100,5,432,563
22660,100,5,431,564
22670,100,5,431,564
22680,100,5,430,565
22690,100,5,430,565
22700,100,5,429,566
22710,100,5,429,566
22720,100,5,428,567
22730,100,5,428,567
22740,100,5,428,567
22750,100,5,428,567
22760,100,5,428,567
22770,100,5,428,567
22780,100,5,428,567
22790,100,5,428,567
22800,100,5,428,567
22810,100,5,428,567
22820,100,5,428,567
22830,100,5,428,567
22840,100,5,427,568
22850,100,5,427,568
22860,100,5,426,569
22870,100,5,426,569
22880,100,5,425,570
22890,100,5,425,570
22900,100,5,424,571
22910,100,5,424,571
22920,100,5,423,572
22930,100,5,423,572
22940,100,5,423,572
22950,100,5,423,572
22960,100,5,423,572
22970,100,5,423,572
22980,100,5,423,572
22990,100,5,423,572
23000,100,5,423,572
23010,100,5,423,572
23020,100,5,423,572
23030,100,5,423,572
23040,100,5,422,573
23050,100,5,422,573
23060,100,5,421,574
23070,100,5,421,574
23080,100,5,420,575
23090,100,5,420,575
23100,100,5,419,576
23110,100,5,419,576
23120,100,5,418,577
23130,100,5,418,577
23140,100,5,418,577
23150,100,5,418,577
23160,100,5,418,577
23170,100,5,418,577
23180,100,5,418,577
23190,100,5,418,577
23200,100,5,418,577
23210,100,5,418,577
23220,100,5,418,577
23230,100,5,418,577
23240,100,5,417,578
23250,100,5,417,578
23260,100,5,416,579
23270,100,5,416,579
23280,100,5,415,580
23290,100,5,415,580
23300,100,5,414,581
23310,100,5,414,581
23320,100,5,413,582
23330,100,5,413,582
23340,100,5,413,582
23350,100,5,413,582
23360,100,5,413,582
23370,100,5,413,582
